Site Name,Human Use,Count Height,Egg Count Index,Egg Count,Egg Count Index,Caterpillar Count,,Site Name,Human Use,EggsGround,EggsMidTree,EggsUpperTree,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H011,High,medium,0,none,0,no entry,,,,,,,,,,
H012,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H012,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H012,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,high,0,none,0,no entry,,,,,,,,,,
H012,High,high,0,none,0,no entry,,,,,,,,,,
H012,High,high,0,none,0,no entry,,,,,,,,,,
H012,High,high,0,none,0,no entry,,,,,,,,,,
H012,High,high,0,none,0,no entry,,,,,,,,,,
H012,High,high,0,none,0,no entry,,,,,,,,,,
H012,High,low,12.5,high,12.5,no entry,,,,,,,,,,
H012,High,low,12.5,high,12.5,no entry,,,,,,,,,,
H012,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,low,7.5,medium,7.5,no entry,,,,,,,,,,
H012,High,low,0,none,0,no entry,,,,,,,,,,
H012,High,low,0,none,0,no entry,,,,,,,,,,
H012,High,low,0,none,0,no entry,,,,,,,,,,
H012,High,low,0,none,0,no entry,,,,,,,,,,
H012,High,low,0,none,0,no entry,,,,,,,,,,
H012,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H012,High,medium,0,none,0,no entry,,,,,,,,,,
H012,High,medium,0,none,0,no entry,,,,,,,,,,
H012,High,medium,0,none,0,no entry,,,,,,,,,,
H012,High,medium,0,none,0,no entry,,,,,,,,,,
H012,High,medium,0,none,0,no entry,,,,,,,,,,
H012,High,medium,0,none,0,no entry,,,,,,,,,,
H012,High,medium,0,none,0,no entry,,,,,,,,,,
H012,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H013,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,high,7.5,medium,7.5,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,high,0,none,0,no entry,,,,,,,,,,
H013,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,low,7.5,medium,7.5,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,low,0,none,0,no entry,,,,,,,,,,
H013,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H013,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H014,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H014,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H014,High,high,12.5,high,12.5,no entry,,,,,,,,,,
H014,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,high,7.5,medium,7.5,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,high,0,none,0,no entry,,,,,,,,,,
H014,High,low,12.5,high,12.5,no entry,,,,,,,,,,
H014,High,low,12.5,high,12.5,no entry,,,,,,,,,,
H014,High,low,12.5,high,12.5,no entry,,,,,,,,,,
H014,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,low,7.5,medium,7.5,no entry,,,,,,,,,,
H014,High,low,0,none,0,no entry,,,,,,,,,,
H014,High,low,0,none,0,no entry,,,,,,,,,,
H014,High,low,0,none,0,no entry,,,,,,,,,,
H014,High,low,0,none,0,no entry,,,,,,,,,,
H014,High,low,0,none,0,no entry,,,,,,,,,,
H014,High,low,0,none,0,no entry,,,,,,,,,,
H014,High,medium,12.5,high,12.5,no entry,,,,,,,,,,
H014,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,medium,2.5,low,2.5,no entry,,,,,,,,,,
H014,High,medium,7.5,medium,7.5,no entry,,,,,,,,,,
H014,High,medium,7.5,medium,7.5,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H014,High,medium,0,none,0,no entry,,,,,,,,,,
H015,High,high,12.5,high,12.5,none,,,,,,,,,,
H015,High,high,2.5,low,2.5,low,,,,,,,,,,
H015,High,high,2.5,low,2.5,low,,,,,,,,,,
H015,High,high,2.5,low,2.5,low,,,,,,,,,,
H015,High,high,2.5,low,2.5,none,,,,,,,,,,
H015,High,high,2.5,low,2.5,low,,,,,,,,,,
H015,High,high,2.5,low,2.5,none,,,,,,,,,,
H015,High,high,2.5,low,2.5,none,,,,,,,,,,
H015,High,high,2.5,low,2.5,none,,,,,,,,,,
H015,High,high,2.5,low,2.5,low,,,,,,,,,,
H015,High,high,7.5,medium,7.5,none,,,,,,,,,,
H015,High,high,7.5,medium,7.5,none,,,,,,,,,,
H015,High,high,7.5,medium,7.5,none,,,,,,,,,,
H015,High,high,0,none,0,low,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,low,,,,,,,,,,
H015,High,high,0,none,0,low,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,low,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,none,,,,,,,,,,
H015,High,high,0,none,0,medium,,,,,,,,,,
H015,High,high,0,none,0,low,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,2.5,low,2.5,low,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,2.5,low,2.5,none,,,,,,,,,,
H015,High,low,7.5,medium,7.5,none,,,,,,,,,,
H015,High,low,7.5,medium,7.5,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,low,0,none,0,none,,,,,,,,,,
H015,High,medium,12.5,high,12.5,low,,,,,,,,,,
H015,High,medium,2.5,low,2.5,low,,,,,,,,,,
H015,High,medium,2.5,low,2.5,none,,,,,,,,,,
H015,High,medium,2.5,low,2.5,none,,,,,,,,,,
H015,High,medium,2.5,low,2.5,low,,,,,,,,,,
H015,High,medium,2.5,low,2.5,none,,,,,,,,,,
H015,High,medium,2.5,low,2.5,none,,,,,,,,,,
H015,High,medium,2.5,low,2.5,none,,,,,,,,,,
H015,High,medium,2.5,low,2.5,none,,,,,,,,,,
H015,High,medium,2.5,low,2.5,none,,,,,,,,,,
H015,High,medium,2.5,low,2.5,low,,,,,,,,,,
H015,High,medium,7.5,medium,7.5,none,,,,,,,,,,
H015,High,medium,0,none,0,low,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,low,,,,,,,,,,
H015,High,medium,0,none,0,low,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,low,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H015,High,medium,0,none,0,none,,,,,,,,,,
H016,High,high,2.5,low,2.5,none,,,,,,,,,,
H016,High,high,2.5,low,2.5,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,high,0,none,0,none,,,,,,,,,,
H016,High,low,2.5,low,2.5,none,,,,,,,,,,
H016,High,low,2.5,low,2.5,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,low,0,none,0,none,,,,,,,,,,
H016,High,medium,2.5,low,2.5,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H016,High,medium,0,none,0,none,,,,,,,,,,
H017,High,high,12.5,high,12.5,none,,,,,,,,,,
H017,High,high,2.5,low,2.5,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,low,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,high,0,none,0,low,,,,,,,,,,
H017,High,high,0,none,0,none,,,,,,,,,,
H017,High,low,2.5,low,2.5,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,low,0,none,0,none,,,,,,,,,,
H017,High,medium,2.5,low,2.5,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H017,High,medium,0,none,0,none,,,,,,,,,,
H018,High,high,2.5,low,2.5,none,,,,,,,,,,
H018,High,high,2.5,low,2.5,none,,,,,,,,,,
H018,High,high,7.5,medium,7.5,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,low,,,,,,,,,,
H018,High,high,0,none,0,low,,,,,,,,,,
H018,High,high,0,none,0,low,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,high,0,none,0,none,,,,,,,,,,
H018,High,low,2.5,low,2.5,none,,,,,,,,,,
H018,High,low,2.5,low,2.5,none,,,,,,,,,,
H018,High,low,2.5,low,2.5,none,,,,,,,,,,
H018,High,low,2.5,low,2.5,none,,,,,,,,,,
H018,High,low,7.5,medium,7.5,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,low,0,none,0,none,,,,,,,,,,
H018,High,medium,2.5,low,2.5,none,,,,,,,,,,
H018,High,medium,2.5,low,2.5,none,,,,,,,,,,
H018,High,medium,7.5,medium,7.5,low,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,low,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H018,High,medium,0,none,0,none,,,,,,,,,,
H02,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H02,High,high,2.5,low,2.5,no entry,,,,,,,,,,
H02,High,high,7.5,medium,7.5,no entry,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,,no entry,,none,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,high,0,none,0,no entry,,,,,,,,,,
H02,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H02,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H02,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H02,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H02,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H02,High,low,2.5,low,2.5,no entry,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
H02,High,low,,no entry,,none,,,,,,,,,,
